id,Track Name,Artist,Genre,MFCC Features
897,02,Infinite Body,Experimental,"[-4.1814404  -2.2878597   0.9617917  ... -0.63108045 -0.6652478
 -0.6751346 ]"
591,Without A Sound,Delta Dreambox,Jazz,"[-4.0268307  -3.6587877  -3.6177254  ...  0.01697112 -0.00711213
  0.03227473]"
257,My Lil',Black Elk,Rock,"[-1.4701958  -0.8491046  -1.436818   ... -0.06509004 -0.11323883
 -0.12755637]"
513,Victoria 2,Celesteville,Rock,"[-3.966267   -2.7792165  -1.7939066  ... -0.17565171  0.07029033
  0.11982742]"
252,It's Becoming a Stranger,Bird Names,Rock,"[-4.333989   -4.2632604  -4.235875   ...  0.04860439  0.06009367
  0.07834452]"
1273,"No Tongue, No Talking",Necropolis,Rock,"[-3.7882576  -0.6716646   0.7656184  ...  0.01859993  0.06616806
  0.11664477]"
1190,Up,Mors Ontologica,Rock,"[-4.0376577  -3.0866213  -2.3386555  ...  0.01576117  0.2081032
  0.3145227 ]"
410,Lost on the Eastern Side of the Island,Borful Tang,Electronic,"[-3.8044     -2.5613124  -1.8679804  ...  0.09859063 -0.01073217
  0.08144762]"
920,Hey Hey Hey,Jad Fair,Spoken,"[-4.330681   -4.260215   -4.1245494  ...  0.30904546  0.23531657
  0.19762802]"
1120,Accident Prone,Mincemeat or Tenspeed,Electronic,"[-3.5161972   0.83500046  2.486722   ... -0.43367472 -0.52744657
 -0.55960715]"
799,untitled1,Grouper,Experimental,"[-4.135535   -3.9005177  -3.838848   ... -0.04932271 -0.02069161
 -0.01423586]"
980,Track 03,Jailberg,Experimental,"[-3.849965   -3.0464838  -2.5372064  ...  0.28950533  0.1996881
  0.12308962]"
1148,International Hello,Monoshock,Rock,"[-3.6693435  -1.6116538  -0.4566333  ... -0.3326212  -0.2792147
 -0.22130139]"
757,track 6,Glass Candy,Soul-RnB,"[-4.1833205  -3.4923542  -2.543047   ... -0.04481471  0.17657442
  0.10530362]"
837,DopeSick,Heroin UK,Rock,"[-3.8921578  -0.9011243   1.5740851  ...  0.62040657  0.360346
  0.21014553]"
872,Duo: Part 2,Ian Nagoski &amp; Tom Carter,,"[-4.2885723  -4.0614214  -3.9187295  ...  0.10847035  0.10169569
  0.107463  ]"
479,White Shoulders,Celesteville,Rock,"[-4.358899   -4.1632032  -3.8206642  ...  0.14541699  0.15810725
  0.12482928]"
478,Recessional,Celesteville,Rock,"[-3.662573   -2.2072456  -1.4505138  ... -0.4359975  -0.31294698
 -0.19622461]"
305,Disney on Ice,Blah Blah Blah,Rock,"[-3.906877   -2.9024906  -2.4124095  ... -0.0959617  -0.09289647
 -0.01202584]"
915,"Good, Fine, Sure And True",Jad Fair,Spoken,"[-4.151821   -3.3919544  -2.7403178  ... -0.04586623 -0.10660726
 -0.08680151]"
1275,Van v Art,Necropolis,Rock,"[-3.925629   -2.3359876  -1.1794859  ... -0.4361311  -0.3198815
 -0.13660894]"
851,Six Realms,Human Host,Rock,"[-3.9339194  -3.0416327  -2.6823475  ... -0.21785872 -0.07734238
 -0.11834889]"
654,Side Three - Part Four,Ethan Persoff,Electronic,"[-4.0205145  -3.0113785  -1.9551235  ...  0.28065303  0.2548161
  0.15276831]"
1197,My Burning,Mount Eerie,Folk,"[-3.6935019e+00 -2.9418044e+00 -2.7496397e+00 ... -2.3526689e-03
  3.4541734e-02  2.2693386e-02]"
1017,Inheritance,Kowloon Walled City,Rock,"[-3.4640162  -1.6598141  -0.860665   ... -0.3186759  -0.37684017
 -0.4101114 ]"
684,Late Night Show,Fanatic,Hip-Hop,"[-3.8212337  -2.9326653  -2.4834197  ... -0.09552734 -0.11866844
 -0.06661423]"
883,Immerse (exc),Illusion of Safety,Electronic,"[-4.358899   -4.115996   -3.6480649  ... -0.07756129 -0.05440843
 -0.1737502 ]"
563,Dumb Me Down,Cinwaves,Rock,"[-4.2716746  -4.025317   -3.9377434  ... -0.06541654 -0.03391085
  0.02398565]"
789,Do I Tingle?,Glove Compartment,Rock,"[-4.190575   -4.0564656  -4.053985   ...  0.09571431  0.10410566
  0.12093845]"
1038,Sweet Potato Sugar Tots,Lexie Mountain Boys,Experimental,"[-4.0663395  -4.024702   -3.8938725  ...  0.14178778  0.38870507
  0.40730622]"
477,Let's Climb a Mossy Hill (Kelly Haus),Celesteville,Rock,"[-3.5846     -1.9017272  -0.7270206  ... -0.00953095 -0.21621977
 -0.34478733]"
633,Indian Giver,El Jesus De Magico,Rock,"[-4.3588991e+00 -3.8955781e+00 -2.8859801e+00 ... -3.2049548e-02
 -3.6100543e-03 -5.7103604e-02]"
1181,No Route,Mors Ontologica,Rock,"[-3.9570904  -3.1720936  -2.6873763  ... -0.07191335 -0.16618067
 -0.361739  ]"
1080,Vacationland,Lungs Of A Giant,Rock,"[-3.89805    -3.003895   -1.773237   ... -0.10361955 -0.04904467
 -0.06682947]"
1108,Song 4,Mayor Daley,Rock,"[-3.8136168  -2.2469134  -1.1976391  ... -0.3576974  -0.4230769
 -0.39172825]"
541,So We Go Again,Charles Manson,Folk,"[-4.358899   -4.1450715  -3.8462985  ...  0.03317761  0.13058983
  0.19849429]"
916,Handle Them Snakes,Jad Fair,Spoken,"[-3.0414004  -0.4228815   0.59201545 ... -0.19742909 -0.09660487
  0.3611959 ]"
962,With Me,Jad Fair,Spoken,"[-4.2465467  -4.1068797  -4.068241   ...  0.10715167  0.15187177
  0.0636251 ]"
927,it's hard so hard,Jad Fair,Spoken,"[-4.198461   -4.061094   -3.9962924  ...  0.02958265  0.06583527
  0.14573991]"
976,the angels are on my side,Jad Fair,Spoken,"[-4.3496575  -4.1765604  -3.950716   ...  0.15365067  0.15157485
  0.03063163]"
565,Sophia,Cinwaves,Rock,"[-3.7223363  -2.3390665  -1.5906819  ...  0.17660196  0.1915957
  0.11758986]"
1130,Clowns In My Galaxy,Mink Lungs,Rock,"[-4.177258   -3.2079368  -1.6784812  ... -0.52784854 -0.6479062
 -0.6553137 ]"
152,Untitled 11,Animal Writes,Rock,"[-3.7750993  -2.054029   -1.0760292  ... -0.08533027 -0.14380598
 -0.33645323]"
1232,Running,Mudboy,,"[-4.3588986  -4.174421   -3.7453563  ... -0.14739153 -0.13542554
 -0.17497465]"
1136,Dumbfinder,Minmae,Rock,"[-3.7959368  -2.7829456  -2.321148   ... -0.22405209 -0.22928722
 -0.1995283 ]"
1046,Eulb,Little Howlin' Wolf,Blues,"[-4.280585   -4.138077   -4.1299453  ...  0.02279275  0.01007203
  0.05428183]"
466,Asterism,Celesteville,Rock,"[-4.2032022  -3.9061878  -3.8109128  ...  0.01120377 -0.01945864
 -0.03139568]"
507,Toasty Birds,Celesteville,Rock,"[-4.0156603  -3.6521647  -3.602199   ... -0.36040783 -0.22354954
 -0.04346094]"
699,Antarctica,Foot Village,Rock,"[-3.3545694   2.0464528   3.3069735  ... -0.3861189  -0.3669162
 -0.47776195]"
762,Crystal Migraine,Glass Candy,Soul-RnB,"[-3.955479   -2.7395988  -1.7507175  ... -0.05378909 -0.1691241
 -0.21772644]"
138,Side B,Airway,Experimental,"[-4.116016   -2.8586094  -0.51452154 ... -0.03844836 -0.17356427
 -0.26900834]"
1241,Sevente Seven,Nautical Almanac,Experimental,"[-4.358899   -4.3588986  -4.3573933  ...  0.22941574  0.22941574
  0.22941574]"
670,Triflin,Fanatic,Hip-Hop,"[-3.450835   -1.951166   -1.0565419  ... -0.4627165  -0.42020375
 -0.36883715]"
317,Very Nice,Blah Blah Blah,Rock,"[-3.8922672  -2.9515512  -2.5454042  ...  0.10892954  0.02353509
  0.07505105]"
1272,No Chance,Necropolis,Rock,"[-4.1174693  -1.356837    1.647432   ... -0.38761774 -0.22135046
  0.24852295]"
795,The Lower Frequencies,Glove Compartment,Rock,"[-4.209287   -3.8939583  -3.7145357  ... -0.01722981 -0.01020203
  0.03272816]"
1211,Track 07,Mr. Gutter,Experimental,"[-3.9097044  -3.5475414  -3.5071092  ...  0.36975852  0.34921867
  0.35982394]"
668,Dream,Fanatic,Hip-Hop,"[-4.055822   -3.465493   -3.1368709  ... -0.23894614 -0.1621558
 -0.17825347]"
575,Shining the Diamond,Clyde Rourke,Rock,"[-2.8784015  -1.2874321  -1.1425382  ...  0.29582703  0.23720647
  0.30030176]"
839,Just Like A Rose,Heroin UK,Rock,"[-3.6996284  -2.4243379  -1.7532943  ... -0.30728996 -0.19733551
 -0.0951899 ]"
303,Splish spladdy,Blah Blah Blah,Rock,"[-3.9394112  -3.4417903  -3.3519561  ... -0.02723231 -0.1252832
 -0.13810802]"
1093,Track 02,Manbeard,Experimental,"[-4.1936951e+00 -3.8511810e+00 -3.6883047e+00 ...  1.0396467e-02
 -1.6290883e-03 -6.2674279e-03]"
1175,Parasite For Sore Eyes ,Mors Ontologica,Rock,"[-3.8764625  -1.0490873   0.5045102  ... -0.35458338 -0.59386134
 -0.3010227 ]"
255,We Want to be Old,Bird Names,Rock,"[-3.919007   -3.151287   -2.7577715  ... -0.20720811 -0.25618705
 -0.18887794]"
968,You Got A Way,Jad Fair,Spoken,"[-4.24621    -3.9562275  -3.3837912  ...  0.02051055  0.02987173
 -0.0536845 ]"
754,Labrea Tar Pit,Glass Candy,Soul-RnB,"[-4.0590515  -3.6006672  -3.4767053  ... -0.1942084  -0.10907943
 -0.04664982]"
932,Last night,Jad Fair,Spoken,"[-4.133468   -3.8817258  -3.8206244  ...  0.11726619  0.11830316
  0.05318102]"
445,Lyftoff,Bronhard/Going/Public,,"[-3.707762   -2.285534   -1.5145868  ... -0.04283908 -0.13993429
 -0.16609117]"
748,track 4,Glass Candy,Soul-RnB,"[-3.6661062   1.328323    2.0713     ...  0.45516533  0.5637512
  0.41702408]"
641,Side One - Introduction,Ethan Persoff,Electronic,"[-3.5723946  -2.5790505  -2.4472992  ...  0.00779056  0.12695713
  0.1574531 ]"
682,Killer Crossover,Fanatic,Hip-Hop,"[-4.1567006  -3.8441842  -3.6418889  ... -0.18483168 -0.19649166
 -0.28663212]"
495,"Waterfall (Emerald City Coffee, Seattle)",Celesteville,Rock,"[-3.4937096e+00  4.8955989e-01  2.1212153e+00 ... -5.8309019e-02
  2.1637401e-03  3.8937643e-02]"
1068,Mi Corazon Zone,Lucky Dragons,Experimental,"[-4.0533423  -3.5836492  -3.2185438  ...  0.22941574  0.12642191
  0.16379373]"
758,Lovin' Machine (nite Vocoder version),Glass Candy,Soul-RnB,"[-4.2246847  -3.8118327  -3.6990063  ... -0.08586849 -0.01670233
 -0.14395668]"
655,Side Three - Part Five / Stop,Ethan Persoff,Electronic,"[-3.9346492  -2.8791528  -2.0037706  ...  0.17843553  0.39542997
  0.46206272]"
1246,Megacorps,Nautical Almanac,Experimental,"[-3.78467    -2.2788475  -0.9020825  ... -0.37169966 -0.13580397
  0.08437233]"
1205,Track 01,Mr. Gutter,Experimental,"[-4.23029    -4.041719   -4.018897   ...  0.06634405  0.06558208
  0.18381226]"
990,Track 13,Jailberg,Experimental,"[-4.009551   -3.60927    -3.3804297  ...  0.09067092  0.08012129
  0.05467964]"
891,Your One Mind,Ilyas Ahmed,Folk,"[-4.1359777  -3.9648206  -3.9097247  ... -0.07271535 -0.08860338
 -0.04229176]"
468,Vast and Sad (KPSU),Celesteville,Rock,"[-3.8852372  -1.8593173   0.15041998 ... -0.08262363 -0.12750621
 -0.06423588]"
1196,2 Blonde Braids,Mount Eerie,Folk,"[-4.129898   -3.7297251  -3.5680077  ... -0.14094013 -0.19052812
 -0.16392672]"
398,Borful Tang Loves Nomeansno,Borful Tang,Electronic,"[-4.0671797  -3.5186093  -3.2520134  ... -0.05882045 -0.5446932
 -0.5356483 ]"
1203,Gateway Shrugs,Mountain High,Rock,"[-3.79119    -1.404477    0.5161217  ... -0.39902154 -0.47753465
 -0.26505277]"
163,Track 08,Area C,Experimental,"[-4.175494   -3.8354373  -3.7083457  ...  0.2870962   0.32721755
  0.3800218 ]"
1123,I Sell Love,Mink Lungs,Rock,"[-4.0332394  -2.6603553  -1.471025   ...  0.61251354  0.4325222
  0.15136838]"
771,Brittle Woman,Glass Candy,Soul-RnB,"[-3.667299   -1.2967491   0.49822277 ... -0.4491498  -0.47459796
 -0.35979477]"
533,Mango Tree,Chandeliers,Electronic,"[-3.9800014  -3.4556103  -3.2184901  ... -0.38305983 -0.5366399
 -0.58785325]"
764,Be a Dolly,Glass Candy,Soul-RnB,"[-4.1006427  -3.6726189  -3.5729482  ... -0.16162655 -0.2665495
 -0.1757959 ]"
1087,Tell The Police The Truth,Mahjongg,Rock,"[-4.063482   -3.5554845  -3.256746   ... -0.5269776  -0.6204081
 -0.37072703]"
1173,Voice Of Degeneration,Mors Ontologica,Rock,"[-4.175262   -3.8001616  -3.5411713  ... -0.20722309 -0.12228256
 -0.15705928]"
1121,Circle Crazy,Mincemeat or Tenspeed,Electronic,"[-3.625813   -0.27809864  1.3471609  ... -0.2684287  -0.54244894
 -0.6732803 ]"
467,Let's Climb a Mossy Hill,Celesteville,Rock,"[-3.8839178  -1.8655483   0.10748497 ...  0.47451508  0.580491
  0.6913803 ]"
399,ELI,Borful Tang,Electronic,"[-4.0235677  -2.6402895  -1.3337774  ... -0.09921499 -0.12158536
 -0.12293256]"
1166,Don't Feel Alright,Mors Ontologica,Rock,"[-3.8791325  -2.887995   -2.3168416  ... -0.44400725 -0.36736268
 -0.30415833]"
1064,Undrbelly,Lozenge,Jazz,"[-3.6467903  -0.85077065  0.7421622  ...  0.1625481   0.1317372
  0.22030112]"
987,Track 10,Jailberg,Experimental,"[-3.8254972e+00 -3.1929479e+00 -2.8984356e+00 ... -2.8808846e-03
 -2.9370673e-02 -9.2109136e-02]"
1024,Dirty Bomb (excerpt),Landed,Rock,"[-3.7886717e+00 -2.3739326e+00 -1.3785214e+00 ...  2.9339559e-02
 -1.3721006e-03 -1.5049155e-01]"
903,For Sally Soloway,J. Anderson/S. Brooxx,,"[-4.310747   -4.1298685  -3.9917066  ... -0.03118458 -0.02143856
 -0.04735522]"
1163,Ghost & Shadows,Mors Ontologica,Rock,"[-3.8946772  -1.4832942   0.39694273 ... -0.09118049 -0.05456096
 -0.0720351 ]"
539,Whoever You Are,Charles Manson,Folk,"[-4.2397532  -4.0237365  -3.9342813  ...  0.1806618   0.18619691
  0.14286786]"
422,Track3,Brian Joseph Davis,,"[-4.0408154  -3.4440691  -3.0345106  ...  0.10324436  0.16919394
  0.10971668]"
929,Jack Duggins 2008,Jad Fair,Spoken,"[-4.0877695  -3.783166   -3.8195293  ... -0.06375536 -0.07187894
 -0.02772222]"
855,Aimless Journey,I Am the Liquor,Rock,"[-3.985444   -1.8945196   0.39347017 ... -0.6744823  -0.6035925
 -0.47610366]"
678,Change Thoughts,Fanatic,Hip-Hop,"[-3.7712436e+00 -1.9333833e+00 -1.2535335e+00 ...  1.6253847e-01
 -9.5233843e-03  3.8722120e-04]"
177,Petty Hate Machine,Argumentix,Rock,"[-3.3008373   1.0449283   2.4030044  ... -0.45404708 -0.2775612
 -0.28621298]"
1049,Les Jardins (De L'bouli),LO MOdA,Rock,"[-3.6267085  -1.0610622   0.31091633 ... -0.27371606 -0.28200933
 -0.37367466]"
973,You Know What I Think?,Jad Fair,Spoken,"[-4.2853513  -4.1530514  -4.1224804  ...  0.31200698  0.35704276
  0.31496552]"
1210,Track 06,Mr. Gutter,Experimental,"[-4.073779   -3.7806935  -3.661989   ...  0.5737903   0.55352587
  0.5291003 ]"
1253,1998 Tour CD,Nautical Almanac,Experimental,"[-2.4415681   1.7557486   2.3953443  ...  0.0218753  -0.15570578
 -0.18405144]"
905,After A While,Jad Fair,Spoken,"[-4.024123   -3.5388944  -3.331214   ... -0.1959744  -0.2504165
 -0.19343178]"
504,Cry,Celesteville,Rock,"[-3.6609745  -2.7115476  -2.3162637  ... -0.12223839 -0.1345984
 -0.2324    ]"
211,In America,Ed Askew,Folk,"[-3.7997992  -2.7455118  -2.338711   ...  0.2655823   0.13921492
  0.01573471]"
312,Tropical Sheep,Blah Blah Blah,Rock,"[-3.8376572  -3.14634    -2.8918326  ...  0.1461704   0.14330496
  0.26617673]"
1098,Track 07,Manbeard,Experimental,"[-4.006817   -3.4260037  -3.1621518  ... -0.12212191 -0.14744751
 -0.07185985]"
366,The Swamp,Blah Blah Blah,Rock,"[-4.1523833e+00 -3.8822677e+00 -3.7984273e+00 ...  1.9070528e-02
  1.5682974e-03 -8.8561088e-02]"
576,Shot At the Post Office,Clyde Rourke,Rock,"[-3.8396792  -2.883776   -2.4144263  ... -0.07423487 -0.29952917
 -0.20001952]"
683,Killer Crossover,Fanatic,Hip-Hop,"[-4.0563536  -3.5791075  -3.327278   ... -0.41148177 -0.29617244
 -0.18505251]"
516,Kohoutek,Celesteville,Rock,"[-4.112226   -3.7024398  -2.8662465  ...  0.20529816  0.16034667
  0.18181738]"
1142,I Won't Hold It Against You,Minmae,Rock,"[-3.7563083  -2.6314995  -1.9141557  ... -0.3089027  -0.2291798
 -0.27039745]"
569,Shadow Law,Cinwaves,Rock,"[-4.0524945  -3.7449632  -3.6804502  ... -0.05058539 -0.12322631
 -0.14476945]"
462,Has Been Blues,Cantonement Jazz Band,,"[-3.80850291e+00 -2.58744025e+00 -1.55397224e+00 ...  2.61091720e-03
  1.12117097e-01  1.20696105e-01]"
426,An Audio Walk Through Greater Newcastle,Brian Joseph Davis,Experimental,"[-3.9095395e+00 -1.6207304e+00  2.5012070e-01 ... -1.2864502e-01
  3.3896393e-03  5.3714465e-02]"
1212,Track 08,Mr. Gutter,Experimental,"[-4.175698   -3.948207   -3.8719125  ...  0.13969223  0.15791029
  0.19196661]"
803,Thinking About You,Guinea Worms,Rock,"[-3.6279707   0.02956738  1.7657404  ... -0.21472321 -0.46460545
 -0.3642009 ]"
540,The Black Pirate,Charles Manson,Folk,"[-3.7561145  -2.9788988  -2.6626875  ...  0.07812914  0.06982016
  0.06583633]"
898,09 (extended version),Infinite Body,Experimental,"[-4.105671   -3.7660978  -3.6141255  ...  0.09157551  0.10356578
  0.09231394]"
1044,Last Double Eagle,Little Howlin' Wolf,Blues,"[-4.0085278  -2.1195695  -0.06260234 ... -0.5765123  -0.29459476
 -0.04483151]"
297,Body on the Tide,Black Pus,Experimental,"[-3.7132924  -0.6885578   1.3820862  ... -0.4262608  -0.3660644
 -0.32554126]"
1092,Track 01,Manbeard,Experimental,"[-4.2134237  -4.0594444  -3.9811175  ...  0.06431303  0.06409722
  0.07842185]"
473,Victoria 1,Celesteville,Rock,"[-4.3588986  -4.0069427  -3.1773899  ... -0.49269408 -0.22758582
  0.04638213]"
284,Translucent Human,Black Pus,Experimental,[-4.3588986 -4.0305715  1.1849259 ... -0.9792143 -1.023357  -1.2374351]
617,Burning Buddhas,Ed Askew,Folk,"[-4.1953740e+00 -4.0619936e+00 -4.0004158e+00 ...  6.1059166e-02
 -4.0875692e-03 -2.0587204e-02]"
886,ORD,Illusion of Safety,Electronic,"[-4.358899   -3.9084146  -3.2509649  ...  0.04321184  0.08882658
  0.19441363]"
890,Softly Tomorrow,Ilyas Ahmed,Folk,"[-4.1172924  -3.8429253  -3.7354717  ...  0.12327082  0.13580304
  0.1495491 ]"
281,Juggernaut,Black Pus,Experimental,"[-3.3620434   2.9911811   3.6412036  ... -0.50214034 -0.88792765
 -0.6769059 ]"
153,Hundred-Year Flood,Arc and Sender,Rock,"[-3.583341   -1.7523191  -0.7949301  ... -0.21200806 -0.06020498
  0.03721131]"
30,Too Happy,Nicky Cook,,"[-4.151095   -3.6194718  -3.3448024  ... -0.5793995  -0.5009765
 -0.44900814]"
831,Late Late Show,Here's How,Jazz,"[-4.066352   -3.6636295  -3.5119023  ... -0.10984262 -0.12629916
 -0.10634367]"
602,Disappearing,Dora Bleu,Folk,"[-4.0552893  -3.6028893  -3.426145   ...  0.18641904  0.16289352
  0.23358564]"
482,Hall Blvd.,Celesteville,Rock,"[-3.8035135e+00 -2.9261813e+00 -2.6646750e+00 ...  2.9373897e-04
 -4.3784525e-02  2.8036935e-02]"
610,Aces,Dragging an Ox Through Water,Folk,"[-3.815568   -2.6651275  -2.2127984  ...  0.30717114  0.44019458
  0.55767584]"
190,Castle Of Stars,Ed Askew,Folk,"[-4.0739427  -3.7215893  -3.729671   ...  0.6481485   0.4601766
  0.30850568]"
1250,Harper (1999),Nautical Almanac,Experimental,"[-4.3198147  -4.207685   -3.9673908  ... -0.04948878 -0.09891581
 -0.30720937]"
1187,Black Pearls,Mors Ontologica,Rock,"[-3.952372   -2.2348847  -0.9646887  ...  0.01899348 -0.05056133
 -0.1085497 ]"
1235,Sailing Song,Mudboy,,"[-4.358899   -3.9911125  -3.4969583  ... -0.06574236 -0.1215377
 -0.14640632]"
411,Orp,Borful Tang,Electronic,"[-3.7865794  -2.9791389  -2.6170113  ...  0.4510877   0.40536973
  0.3246186 ]"
439,All you get from love is 22 Love Songs,Brian Joseph Davis,Experimental,"[-3.4193783  -0.46111858  0.93765193 ... -0.20486394 -0.14814372
 -0.04259257]"
282,New Atlantis A,Black Pus,Experimental,"[-4.358899   -3.8128698   1.867584   ... -0.4368061  -0.5309139
 -0.61915076]"
169,Boss of Goth,Argumentix,Rock,"[-3.8399866  -3.0327358  -2.7382383  ...  0.24782974  0.2686858
  0.31661958]"
985,Track 08,Jailberg,Experimental,"[-3.9897962  -2.92908    -2.1047983  ...  0.09884023  0.0754886
  0.14116722]"
273,Dildoughnuts,Black Pus,Experimental,"[-4.358899   -3.9725213   0.04870796 ... -0.53445154 -0.58365846
 -0.57289326]"
750,Iko! Iko! (vocal/conga mix),Glass Candy,Soul-RnB,"[-4.0987296  -3.8793542  -3.8488233  ...  0.00886406  0.04765699
  0.14053102]"
1014,"Turk, Taylor and Jones",Kowloon Walled City,Rock,"[-3.833992   -2.1352127  -0.91437536 ... -0.36913812 -0.4968052
 -0.31024945]"
941,Ready Steady,Jad Fair,Spoken,"[-4.0650187  -3.7106266  -3.588395   ...  0.01572934  0.09622692
  0.06931292]"
807,Spider Season,Guinea Worms,Rock,"[-3.7611597  -2.6198766  -1.871873   ...  0.09238505  0.05622019
  0.11697787]"
472,Spirit Duplicator,Celesteville,Rock,"[-3.8425732  -2.6412876  -1.8504496  ...  0.16094136  0.03472144
 -0.05778503]"
498,Birdlike Movements,Celesteville,Rock,"[-4.291426   -4.2168503  -4.1915655  ...  0.2357264   0.12849905
  0.1193384 ]"
697,Isle of Man,Foot Village,Rock,"[-3.7002563   1.9706717   3.061074   ...  0.26444957  0.66306955
  0.6574826 ]"
447,Back/Forth,Bronhard/Going/Public,,"[-4.15402    -3.563601   -2.9617693  ...  0.04201568  0.0238917
  0.07955698]"
1169,Uneasy,Mors Ontologica,Rock,"[-3.9901974  -3.031006   -2.2812147  ... -0.54163414 -0.53896016
 -0.37656152]"
491,For To Pour,Celesteville,Rock,"[-4.358899   -4.074981   -3.3776302  ... -0.03838661  0.17310928
  0.26789093]"
209,Safe Harbor,Ed Askew,Folk,"[-3.9908586  -3.5344286  -3.3581622  ...  0.30618513  0.23807167
  0.18840821]"
250,Smoovebiz,Bird Names,,"[-3.623303   -2.6063132  -2.2804317  ... -0.13372098 -0.2141792
 -0.300689  ]"
554,Disturbed,Nicky Cook,,"[-3.9729664  -3.5712209  -3.5172763  ...  0.16876881  0.07956318
  0.08467773]"
1006,At II Corral 3,Kevin Shields &amp; Brian Miller,Experimental,"[-2.7577844   1.0050926   1.8924638  ... -0.0968819  -0.24104717
 -0.08819865]"
1131,Bunny Bought a Spaceship,Mink Lungs,Rock,"[-4.1871552  -3.9560988  -3.6871145  ...  0.0128636   0.05369516
  0.18038507]"
414,John And Mary - The Restaurant,Borful Tang,Electronic,"[-3.9769616  -3.4600925  -2.8700292  ...  0.04641984 -0.07530519
  0.05586037]"
1216,Track 1,Mudboy,,"[-4.17199    -3.9689617  -3.8786023  ...  0.15455094  0.17594787
  0.21098171]"
166,Track 11,Area C,Experimental,"[-4.1699305  -4.0345774  -3.9960146  ...  0.13327558  0.21401548
  0.20567966]"
942,Rockin On The Good Side,Jad Fair,Spoken,"[-3.7944686  -2.9461842  -2.4670181  ... -0.57771707 -0.51371104
 -0.00702777]"
624,Made In The City,Ed Askew,Folk,"[-4.0830894  -3.709281   -3.6330264  ...  0.23130779  0.24008669
  0.23511727]"
1040,Dracula Mountain,Lightning Bolt,Rock,"[-3.6969004  -0.41611338  1.8675448  ... -0.47008023 -0.39859802
 -0.39142987]"
1218,Half Ice Track 2,Mudboy,Electronic,"[-4.045716   -3.6397314  -3.4480252  ...  0.26571786  0.1261909
  0.02997357]"
48,Light of Light,Nicky Cook,,"[-3.9924915  -3.549065   -3.4104288  ... -0.37890485 -0.3719815
 -0.3691554 ]"
588,Exit Villager,Death Sentence: Panda!,Experimental,"[-4.358899   -4.0148845  -3.239232   ...  0.6312676  -0.03362873
 -0.049479  ]"
785,The Plywood Curtain,Glove Compartment,Rock,"[-4.2307243  -4.0846763  -4.072661   ...  0.03399334  0.05614094
  0.06644578]"
756,Sugar &amp; Whitebread (instrumental),Glass Candy,Soul-RnB,"[-4.1527376  -3.851761   -3.850712   ...  0.08715486 -0.08682451
 -0.19971755]"
743,Brittle Woman,Glass Candy,Soul-RnB,"[-4.01825    -2.2596755   0.18908507 ... -0.2847619  -0.64504606
 -0.73195237]"
1184,Ghost & Shadows ( REPRISE )  ,Mors Ontologica,Rock,"[-4.2917666  -4.2277584  -4.2203317  ... -0.01147709  0.01334643
 -0.00887053]"
276,The Devilhellipers,Black Pus,Experimental,"[-4.3588986  -3.445183    1.6347197  ... -0.42569783 -0.6846806
 -0.7392206 ]"
192,Ed Talk WNYC,Ed Askew,Folk,"[-4.343882   -4.21919    -3.9928443  ...  0.22941574  0.22941574
  0.22941574]"
452,Casualist Conformativity,Bronhard/Going/Public,,"[-3.9190006  -1.7902175   0.04393587 ... -0.18358502 -0.20705299
 -0.17042214]"
991,Song Recorded Immediately Upon Return from X-Ray Eyes tour '96,Jason Willett,Rock,"[-3.9872625  -2.36226    -1.2081373  ... -0.11705941 -0.107668
 -0.12004749]"
277,Kind Companion,Black Pus,Experimental,"[-2.9055505   1.4959136   2.5206988  ... -0.47077346 -0.59963644
 -0.48548007]"
566,Jasmine,Cinwaves,Rock,"[-4.136215   -3.947258   -3.8762243  ... -0.07337847 -0.10463887
 -0.15500297]"
690,Cataclysm,Flying Luttenbachers,Rock,"[-3.9825065  -2.2780085  -0.22334218 ... -0.36505708 -0.26696426
 -0.13016108]"
275,Swampus,Black Pus,Experimental,"[-4.358899   -3.6206484   3.3741715  ... -0.5263415  -0.55057865
 -0.49540517]"
634,LGNO,El Jesus De Magico,Rock,"[-4.358899   -3.554305   -1.3551021  ...  0.00937486 -0.03819705
  0.0534467 ]"
860,If I Can't Smoke & Swear I'm Fucked,I Am the Liquor,Rock,"[-4.143991   -3.676729   -3.2581506  ... -0.563536   -0.0945986
  0.24937218]"
1257,Harper (1999),Nautical Almanac,Experimental,"[-4.0536103  -3.3724434  -3.021798   ...  0.10370149 -0.13434568
 -0.22618037]"
134,Street Music,AWOL,Hip-Hop,"[-4.0797334  -3.689653   -3.469836   ... -0.22077434 -0.45377976
 -0.3775121 ]"
360,Radio Jazz with Mr Rhodes,Blah Blah Blah,Rock,"[-3.6861362  -2.8501945  -2.6044524  ...  0.17631304  0.22609523
  0.21923226]"
952,The Sunshine,Jad Fair,Spoken,"[-4.2971783  -4.2008944  -4.1138744  ...  0.19424039  0.18510804
  0.20273097]"
791,6:30 Encephalitis Spraydown,Glove Compartment,Rock,"[-4.1101317  -3.6491034  -3.357042   ...  0.08150706 -0.03615729
 -0.20092963]"
744,Lovin' Machine,Glass Candy,Soul-RnB,"[-4.1709847  -3.9429908  -3.634389   ... -0.04514454 -0.11744395
 -0.34979483]"
